player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
CLAUDE.GIROUX,1,20102011,PHI,1589,1133,251,171,7.9,2.2,0.4,4.9,15.4,2.9
CLAUDE.GIROUX,1,20132014,PHI,1676,1237,304,74,7.5,3.7,0.4,3.5,15.0,2.9
DAN.HAMHUIS,2,20132014,VAN,1893,1480,145,242,8.7,0.0,2.3,3.7,14.8,2.9
DAVID.CLARKSON,1,20112012,N.J,1308,1042,239,1,8.6,4.0,0.0,2.2,14.8,2.9
DAVID.KREJCI,1,20132014,BOS,1530,1245,202,50,9.4,1.8,0.5,3.1,14.8,2.9
DUSTIN.PENNER,1,20092010,EDM,1505,1126,247,102,11.9,2.4,0.7,0.1,15.2,2.9
ERIK.COLE,1,20112012,MTL,1518,1213,264,11,11.1,1.3,0.0,2.1,14.5,2.9
EVGENI.MALKIN,1,20142015,PIT,1303,1029,249,4,7.9,5.6,0.0,1.1,14.6,2.9
GUSTAV.NYQUIST,1,20132014,DET,961,756,184,0,12.8,0.0,0.0,1.9,14.7,2.9
HENRIK.ZETTERBERG,1,20132014,DET,925,720,157,23,10.1,3.2,0.0,1.5,14.7,2.9
IAN.WHITE,2,20112012,DET,1769,1433,226,81,13.5,0.0,0.0,1.4,14.9,2.9
J-P.DUMONT,1,20082009,NSH,1434,1119,285,5,10.4,3.1,0.0,2.2,15.7,2.9
JADEN.SCHWARTZ,1,20162017,STL,1475,1151,204,82,13.6,0.0,1.5,0.3,15.4,2.9
JAMIE.BENN,1,20112012,DAL,1283,1045,157,48,13.7,0.0,0.7,0.5,14.8,2.9
JARED.SPURGEON,2,20132014,MIN,1514,1210,142,135,11.0,0.0,1.4,2.2,14.6,2.9
JERE.LEHTINEN,1,20072008,DAL,895,600,160,112,6.9,6.7,1.5,0.1,15.2,2.9
JORDAN.EBERLE,1,20112012,EDM,1370,1096,229,14,9.5,2.4,0.0,3.0,14.9,2.9
JUSTIN.WILLIAMS,1,20112012,L.A,1402,1161,210,11,8.9,5.5,0.0,0.5,14.9,2.9
KRIS.LETANG,2,20122013,PIT,897,645,162,76,8.5,3.7,0.0,2.4,14.6,2.9
KRIS.RUSSELL,2,20142015,CGY,1892,1552,186,102,9.1,2.2,0.4,2.8,14.6,2.9
MARK.STREIT,2,20072008,MTL,1415,924,381,64,2.6,9.5,0.2,2.8,15.0,2.9
MATS.ZUCCARELLO,1,20132014,NYR,1319,1045,201,44,8.7,2.9,0.0,3.5,15.1,2.9
MATTIAS.EKHOLM,2,20172018,NSH,1900,1489,151,232,10.0,1.7,2.7,2.1,16.4,2.9
MILAN.MICHALEK,1,20072008,S.J,1424,1075,258,40,9.4,1.8,1.2,2.8,15.1,2.9
NICKLAS.LIDSTROM,2,20092010,DET,2085,1493,318,234,7.4,4.4,1.6,1.8,15.1,2.9
NIKITA.KUCHEROV,1,20162017,T.B,1437,1148,243,1,11.4,1.9,0.0,1.6,14.9,2.9
NIKOLAY.ZHERDEV,1,20072008,CBJ,1560,1196,301,18,8.1,1.4,0.0,5.6,15.1,2.9
NINO.NIEDERREITER,1,20152016,MIN,1273,1076,152,2,13.5,1.1,0.0,0.4,15.0,2.9
P.K..SUBBAN,2,20112012,MTL,1956,1444,280,210,11.1,1.1,2.1,0.6,14.8,2.9
PATRIC.HORNQVIST,1,20152016,PIT,1381,1100,243,2,10.7,2.2,0.0,2.0,14.8,2.9
PATRICK.EAVES,1,20142015,DAL,645,534,88,13,8.1,4.4,0.0,2.2,14.7,2.9
PATRICK.MARLEAU,1,20112012,S.J,1679,1255,258,118,8.2,5.1,0.9,0.2,14.5,2.9
RICKARD.RAKELL,1,20152016,ANA,1157,976,161,8,10.7,1.9,0.0,2.3,14.9,2.9
ROMAN.JOSI,2,20162017,NSH,1804,1376,213,161,8.8,3.4,0.0,2.7,14.9,2.9
RYAN.GETZLAF,1,20102011,ANA,1464,1163,232,31,10.1,3.6,0.9,0.7,15.2,2.9
RYAN.KESLER,1,20092010,VAN,1608,1123,224,215,5.7,4.3,0.0,5.5,15.5,2.9
RYAN.SUTER,2,20152016,MIN,2343,1789,288,156,10.5,2.3,0.8,1.1,14.7,2.9
SIDNEY.CROSBY,1,20142015,PIT,1528,1197,277,24,8.1,4.0,0.0,2.8,14.9,2.9
TOMAS.HERTL,1,20152016,S.J,1293,1144,132,2,11.1,1.3,0.0,2.5,14.9,2.9
WILLIE.MITCHELL,2,20082009,VAN,1851,1451,23,335,10.1,0.1,4.3,1.4,15.9,2.9
ZACH.PARISE,1,20082009,N.J,1536,1178,294,29,10.4,2.2,0.0,3.2,15.8,2.9
ZACH.PARISE,1,20112012,N.J,1756,1285,276,159,5.1,2.7,0.8,6.3,15.0,2.9
ZDENO.CHARA,2,20112012,BOS,1969,1512,208,213,14.3,1.3,0.2,-0.9,14.9,2.9
ADAM.HENRIQUE,1,20112012,N.J,1337,1079,120,131,10.7,0.0,1.0,2.6,14.3,2.8
ALEX.GALCHENYUK,1,20152016,MTL,1333,1073,200,1,9.2,2.8,0.0,2.1,14.0,2.8
ALEX.OVECHKIN,1,20102011,WSH,1668,1280,346,3,9.6,0.5,0.0,4.8,14.9,2.8
ALEX.PIETRANGELO,2,20132014,STL,2054,1525,226,270,9.5,2.5,0.0,2.4,14.4,2.8
ALEX.STEEN,1,20142015,STL,1479,1076,244,123,7.3,3.9,0.5,2.4,14.1,2.8
ANDREI.MARKOV,2,20072008,MTL,2042,1320,409,250,-0.6,10.5,1.8,2.7,14.3,2.8
BRAD.MARCHAND,1,20152016,BOS,1432,1116,111,153,11.3,0.0,2.0,1.1,14.4,2.8
BRAD.RICHARDS,1,20092010,DAL,1648,1175,400,35,6.6,7.2,0.0,1.0,14.8,2.8
BRYAN.LITTLE,1,20082009,ATL,1335,986,313,4,8.7,2.9,0.0,3.4,15.0,2.8
DAVID.BACKES,1,20142015,STL,1481,1126,192,141,9.5,5.0,0.0,-0.2,14.3,2.8
DAVID.DESHARNAIS,1,20112012,MTL,1489,1167,263,36,9.6,2.3,0.8,1.5,14.1,2.8
DAVID.KREJCI,1,20092010,BOS,1439,1110,182,117,10.5,1.5,0.0,2.8,14.8,2.8
DREW.DOUGHTY,2,20092010,L.A,2044,1473,350,162,7.6,4.5,0.8,2.0,14.9,2.8
EVGENI.MALKIN,1,20162017,PIT,1154,907,228,2,13.6,3.2,0.0,-2.0,14.8,2.8
JAROME.IGINLA,1,20102011,CGY,1716,1343,323,6,10.6,0.9,0.0,2.9,14.4,2.8
JAROMIR.JAGR,1,20132014,N.J,1571,1291,235,2,11.7,3.8,0.0,-1.1,14.4,2.8
JAROSLAV.SPACEK,2,20082009,BUF,1776,1258,289,179,11.0,3.2,0.0,1.2,15.4,2.8
JASON.POMINVILLE,1,20072008,BUF,1622,1076,294,216,7.3,3.5,1.1,3.0,14.8,2.8
JOHN-MICHAEL.LILES,2,20072008,COL,1593,1178,372,15,6.8,2.6,0.0,5.0,14.4,2.8
JOHN.CARLSON,2,20102011,WSH,1836,1438,179,187,7.5,2.3,2.9,2.1,14.8,2.8
JOHN.KLINGBERG,2,20172018,DAL,1974,1528,296,91,9.1,3.1,1.3,2.5,15.9,2.8
JOHNNY.GAUDREAU,1,20172018,CGY,1554,1234,279,1,7.7,1.9,0.0,6.2,15.8,2.8
JONATHAN.HUBERDEAU,1,20152016,FLA,1379,1103,202,40,9.4,0.9,0.5,3.5,14.3,2.8
JOSH.GORGES,2,20112012,MTL,1853,1484,34,315,11.8,0.0,2.7,-0.3,14.2,2.8
LEON.DRAISAITL,1,20162017,EDM,1544,1221,237,33,7.9,4.1,0.0,2.6,14.7,2.8
MARIAN.GABORIK,1,20092010,NYR,1613,1219,281,68,9.3,3.5,1.5,0.5,14.8,2.8
MICHAEL.GRABNER,1,20102011,NYI,1146,949,69,115,8.2,1.2,2.0,3.4,14.8,2.8
MIKAEL.SAMUELSSON,1,20092010,VAN,1271,1011,226,10,9.9,5.2,0.0,-0.2,14.9,2.8
MIKE.GREEN,2,20072008,WSH,1938,1496,376,29,8.4,2.1,0.0,4.3,14.7,2.8
MIKE.HOFFMAN,1,20152016,OTT,1363,1106,181,2,11.1,1.4,0.0,1.7,14.2,2.8
NIK.ANTROPOV,1,20092010,ATL,1384,1076,266,7,13.2,2.3,0.0,-0.5,15.0,2.8
PATRIC.HORNQVIST,1,20092010,NSH,1251,999,221,4,14.8,0.1,0.0,0.1,15.0,2.8
PATRIC.HORNQVIST,1,20162017,PIT,1113,884,210,1,8.9,4.4,0.0,1.1,14.4,2.8
PATRICE.BERGERON,1,20162017,BOS,1534,1078,225,166,9.0,4.5,1.6,-0.6,14.5,2.8
PATRICK.MARLEAU,1,20092010,S.J,1717,1213,274,195,9.8,3.0,0.0,2.2,15.0,2.8
RYAN.STROME,1,20142015,NYI,1247,993,169,48,15.1,0.4,0.0,-1.4,14.1,2.8
SCOTT.HARTNELL,1,20112012,PHI,1457,1164,261,7,11.1,3.7,0.0,-0.7,14.0,2.8
SIDNEY.CROSBY,1,20122013,PIT,760,562,156,25,11.3,0.4,0.0,2.5,14.1,2.8
STEPHANE.ROBIDAS,2,20102011,DAL,1987,1446,229,263,9.6,2.5,1.5,1.0,14.6,2.8
T.J..OSHIE,1,20132014,STL,1500,1118,214,138,8.8,2.6,0.0,3.1,14.5,2.8
TODD.WHITE,1,20082009,ATL,1480,1027,350,65,7.5,6.7,0.0,1.3,15.5,2.8
TYLER.SEGUIN,1,20152016,DAL,1398,1112,235,2,8.3,3.6,0.0,2.2,14.1,2.8
TYLER.SEGUIN,1,20172018,DAL,1714,1266,254,122,10.7,3.3,0.3,1.1,15.4,2.8
WILLIAM.NYLANDER,1,20172018,TOR,1368,1169,164,1,11.4,1.3,0.0,3.1,15.8,2.8
ALEX.GOLIGOSKI,2,20102011,PIT,1246,932,232,71,10.1,2.6,0.9,0.8,14.3,2.7
ANDY.GREENE,2,20132014,N.J,2015,1492,192,290,7.4,1.4,3.2,1.8,13.8,2.7
ANZE.KOPITAR,1,20082009,L.A,1671,1207,302,120,9.7,0.4,1.0,3.4,14.5,2.7
BLAKE.WHEELER,1,20142015,WPG,1551,1111,249,137,12.0,1.3,0.8,-0.5,13.6,2.7
BRAD.MARCHAND,1,20172018,BOS,1341,978,210,120,10.7,3.4,0.7,0.2,15.0,2.7
BRANDON.SAAD,1,20132014,CHI,1271,1050,140,56,10.5,0.0,0.4,3.2,14.0,2.7
BRANDON.SAAD,1,20162017,CBJ,1396,1199,129,40,12.6,0.0,0.0,1.7,14.3,2.7
CHRIS.KELLY,1,20112012,BOS,1208,1027,16,146,11.5,0.1,1.5,0.6,13.8,2.7
DANIEL.ALFREDSSON,1,20082009,OTT,1649,1101,317,185,10.1,1.2,1.5,2.1,14.9,2.7
DANIEL.SEDIN,1,20082009,VAN,1522,1130,317,33,10.0,2.4,0.5,1.9,14.7,2.7
DENIS.GREBESHKOV,2,20072008,EDM,1198,958,147,82,8.7,2.1,1.1,1.9,13.9,2.7
DUSTIN.PENNER,1,20082009,EDM,1195,905,226,46,11.8,3.4,0.0,-0.4,14.9,2.7
GABRIEL.LANDESKOG,1,20132014,COL,1512,1254,193,17,14.9,0.0,0.0,-1.4,13.6,2.7
HENRIK.SEDIN,1,20102011,VAN,1579,1235,294,12,8.7,6.1,0.0,-0.5,14.3,2.7
JADEN.SCHWARTZ,1,20172018,STL,1202,929,198,40,12.3,1.8,0.5,0.5,15.2,2.7
JAKE.DEBRUSK,1,20172018,BOS,1006,867,126,6,10.2,1.4,0.0,3.7,15.3,2.7
JARED.SPURGEON,2,20152016,MIN,1745,1401,131,132,6.6,4.0,0.5,2.5,13.7,2.7
JARED.SPURGEON,2,20162017,MIN,1825,1458,169,159,11.7,0.0,0.0,2.1,13.8,2.7
JAROME.IGINLA,1,20082009,CGY,1751,1306,393,13,4.5,3.0,0.0,7.4,14.9,2.7
JASON.POMINVILLE,1,20112012,BUF,1614,1142,255,181,6.2,3.0,1.1,3.6,13.9,2.7
JASON.SPEZZA,1,20072008,OTT,1567,1184,319,21,10.5,3.7,0.0,-0.3,13.9,2.7
JAY.BOUWMEESTER,2,20132014,STL,1972,1507,173,265,9.6,0.0,2.2,2.3,14.0,2.7
JEFF.SKINNER,1,20102011,CAR,1355,1073,257,2,7.1,0.8,0.0,6.3,14.2,2.7
JOHN.KLINGBERG,2,20152016,DAL,1723,1420,241,8,8.1,3.5,0.0,2.0,13.7,2.7
JUSTIN.WILLIAMS,1,20102011,L.A,1259,1043,190,9,13.8,0.9,0.0,-0.3,14.3,2.7
MARCEL.GOC,1,20092010,NSH,1071,938,14,106,11.1,0.1,1.2,2.1,14.6,2.7
MARK.GIORDANO,2,20092010,CGY,1709,1307,220,153,11.9,2.2,0.2,0.0,14.2,2.7
MARTIN.ST. LOUIS,1,20072008,T.B,1988,1455,337,142,5.8,4.0,0.6,3.8,14.1,2.7
MATTIAS.EKHOLM,2,20152016,NSH,1660,1402,93,139,11.6,0.3,1.6,0.2,13.6,2.7
MAX.PACIORETTY,1,20132014,MTL,1344,1032,217,75,7.9,2.3,2.2,1.4,13.8,2.7
MIKE.RICHARDS,1,20082009,PHI,1715,1159,256,244,6.7,3.9,0.0,3.9,14.6,2.7
NATHAN.MACKINNON,1,20132014,COL,1422,1194,188,6,5.2,4.5,0.0,4.2,13.8,2.7
NICO.HISCHIER,1,20172018,N.J,1337,1109,168,42,10.1,0.0,0.3,5.0,15.4,2.7
P.K..SUBBAN,2,20142015,MTL,2147,1623,301,173,8.1,2.5,3.7,-0.3,14.0,2.7
PATRIK.ELIAS,1,20112012,N.J,1606,1149,275,143,7.4,2.8,1.4,2.3,13.9,2.7
RYAN.MALONE,1,20102011,T.B,865,639,175,42,7.0,6.4,0.6,0.0,13.9,2.7
SIDNEY.CROSBY,1,20082009,PIT,1688,1166,410,73,6.6,4.9,0.0,3.2,14.6,2.7
SIDNEY.CROSBY,1,20162017,PIT,1491,1181,270,9,7.3,4.4,0.0,2.3,14.0,2.7
STEPHEN.WEISS,1,20082009,FLA,1388,1015,261,65,13.0,0.0,0.0,1.7,14.7,2.7
STEVE.DOWNIE,1,20092010,T.B,1161,919,204,0,11.1,2.2,0.0,1.0,14.3,2.7
TYLER.TOFFOLI,1,20142015,L.A,1108,902,106,74,11.7,0.0,1.8,0.3,13.8,2.7
VINCENT.TROCHECK,1,20162017,FLA,1708,1287,219,154,11.4,0.0,0.2,2.5,14.2,2.7
VINNY.PROSPAL,1,20092010,NYR,1506,1179,240,46,9.4,5.4,0.0,-0.7,14.1,2.7
VLADIMIR.TARASENKO,1,20132014,STL,964,820,109,32,9.5,0.6,0.1,3.4,13.6,2.7
VLADIMIR.TARASENKO,1,20172018,STL,1525,1197,269,10,12.1,0.0,0.0,2.9,15.0,2.7
ALEKSANDER.BARKOV,1,20152016,FLA,1282,948,186,115,8.4,1.3,1.0,2.8,13.5,2.6
ALEX.BURROWS,1,20082009,VAN,1362,1057,39,234,11.7,0.0,2.2,0.2,14.1,2.6
ALEX.KILLORN,1,20172018,T.B,1353,957,228,137,11.4,2.5,1.5,-0.9,14.6,2.6
ANDREI.MARKOV,2,20082009,MTL,1919,1237,393,242,4.7,6.0,0.0,3.4,14.0,2.6
ANDREI.MARKOV,2,20142015,MTL,2007,1508,262,200,7.3,4.5,0.4,0.9,13.1,2.6
BOBBY.RYAN,1,20092010,ANA,1488,1210,227,18,11.3,0.0,0.0,2.6,13.9,2.6
BRENDAN.GALLAGHER,1,20152016,MTL,879,688,149,1,7.6,3.3,0.0,2.3,13.1,2.6
CARL.HAGELIN,1,20112012,NYR,963,897,22,27,12.4,0.2,0.0,0.5,13.1,2.6
CARL.HAGELIN,1,20152016,PIT,611,519,11,70,10.9,0.1,2.6,-0.1,13.5,2.6
CODY.FRANSON,2,20122013,TOR,846,667,127,41,9.2,2.6,0.0,1.4,13.2,2.6
COREY.PERRY,1,20142015,ANA,1207,972,182,14,12.5,0.0,0.0,0.6,13.1,2.6
DANIEL.SEDIN,1,20072008,VAN,1558,1137,333,21,6.6,4.9,0.0,2.2,13.7,2.6
DAYMOND.LANGKOW,1,20072008,CGY,1482,1130,299,20,8.9,3.1,0.0,1.4,13.4,2.6
DION.PHANEUF,2,20082009,CGY,2089,1407,434,212,7.1,2.6,0.0,4.2,14.0,2.6
DOUGLAS.MURRAY,2,20072008,S.J,1153,962,19,140,11.1,0.1,0.6,1.8,13.6,2.6
HENRIK.ZETTERBERG,1,20112012,DET,1620,1236,260,86,11.9,0.3,0.0,1.2,13.3,2.6
JAKUB.VORACEK,1,20142015,PHI,1525,1210,267,3,8.1,4.3,0.0,0.9,13.3,2.6
JAMES.NEAL,1,20152016,NSH,1564,1286,227,1,9.3,4.0,0.0,0.1,13.5,2.6
JEFF.SKINNER,1,20132014,CAR,1221,982,219,2,4.2,5.0,0.0,4.1,13.3,2.6
JOHN.TAVARES,1,20142015,NYI,1695,1341,296,3,6.6,5.9,0.0,0.6,13.1,2.6
JOHNNY.BOYCHUK,2,20112012,BOS,1587,1373,26,172,11.6,0.0,0.7,1.1,13.3,2.6
JUSSI.JOKINEN,1,20132014,PIT,1271,1065,185,3,8.9,3.2,0.0,1.2,13.3,2.6
JUSTIN.FONTAINE,1,20142015,MIN,848,775,25,41,12.0,0.2,0.0,1.2,13.4,2.6
MARC-EDOUARD.VLASIC,2,20112012,S.J,1898,1657,45,172,9.3,0.0,0.3,3.7,13.4,2.6
MARC.METHOT,2,20082009,CBJ,1185,1059,10,111,11.2,0.1,2.0,0.7,14.0,2.6
MAREK.ZIDLICKY,2,20092010,MIN,1883,1340,276,215,6.9,4.0,2.7,0.0,13.7,2.6
MATS.SUNDIN,1,20072008,TOR,1478,1023,302,79,13.5,0.4,0.0,-0.6,13.4,2.6
MATS.ZUCCARELLO,1,20142015,NYR,1346,1144,150,29,11.6,0.0,0.0,1.5,13.1,2.6
MATS.ZUCCARELLO,1,20162017,NYR,1506,1210,215,35,9.8,1.4,0.9,1.5,13.5,2.6
MATT.D'AGOSTINI,1,20102011,STL,1210,1059,135,6,9.5,3.8,0.0,0.3,13.7,2.6
MATT.DUCHENE,1,20102011,COL,1515,1238,225,4,11.0,0.9,0.0,1.8,13.7,2.6
MIKE.HOFFMAN,1,20142015,OTT,1148,984,137,4,11.6,0.0,0.0,1.5,13.1,2.6
MIKHAIL.GRABOVSKI,1,20102011,TOR,1568,1207,251,81,11.3,0.9,1.1,0.1,13.4,2.6
NICK.FOLIGNO,1,20132014,CBJ,1117,971,121,14,12.3,0.0,0.0,0.8,13.0,2.6
NIKITA.KUCHEROV,1,20152016,T.B,1402,1111,247,1,7.8,3.8,0.0,1.6,13.2,2.6
NIKLAS.KRONWALL,2,20072008,DET,1363,1019,176,154,9.8,1.1,1.9,0.7,13.5,2.6
PATRICK.MARLEAU,1,20102011,S.J,1705,1235,272,161,7.1,4.5,0.0,1.7,13.3,2.6
PAVEL.DATSYUK,1,20152016,DET,1297,1065,186,3,10.2,1.0,0.0,2.0,13.1,2.6
RADKO.GUDAS,2,20162017,PHI,1293,1145,5,127,12.5,0.0,1.1,-0.2,13.5,2.6
RYAN.O'REILLY,1,20112012,COL,1575,1260,186,90,9.6,1.2,0.6,2.0,13.4,2.6
RYAN.O'REILLY,1,20162017,BUF,1545,1122,205,162,5.3,4.1,0.0,4.3,13.7,2.6
SHANE.DOAN,1,20072008,ARI,1657,1175,301,137,6.2,2.4,0.5,4.5,13.6,2.6
SIDNEY.CROSBY,1,20152016,PIT,1637,1270,289,30,9.9,3.0,0.0,0.5,13.3,2.6
T.J..OSHIE,1,20152016,WSH,1517,1117,239,113,8.6,2.8,0.0,1.8,13.2,2.6
TJ.BRODIE,2,20132014,CGY,1949,1617,141,159,10.0,0.0,0.0,3.3,13.3,2.6
TRAVIS.ZAJAC,1,20132014,N.J,1624,1226,198,157,10.8,2.4,0.0,-0.1,13.1,2.6
VIKTOR.ARVIDSSON,1,20162017,NSH,1371,1095,154,83,10.3,0.0,1.1,2.1,13.5,2.6
VLADIMIR.TARASENKO,1,20162017,STL,1515,1213,242,15,6.6,3.4,0.0,3.3,13.4,2.6
ZACH.PARISE,1,20072008,N.J,1460,1085,284,10,7.8,1.9,0.0,3.8,13.5,2.6
AARON.EKBLAD,2,20142015,FLA,1765,1477,221,32,9.8,1.2,0.0,1.6,12.6,2.5
ALEX.RADULOV,1,20072008,NSH,1326,1034,247,3,13.3,0.0,0.0,-0.4,12.9,2.5
ALEX.STEEN,1,20092010,STL,1107,824,183,75,8.1,3.7,0.0,1.5,13.3,2.5
ALEX.WENNBERG,1,20162017,CBJ,1470,1174,208,48,6.7,2.8,1.2,2.2,12.9,2.5
ANDREJ.SEKERA,2,20112012,BUF,1344,1167,61,111,8.8,0.4,1.2,2.5,12.9,2.5
ANDREW.BRUNETTE,1,20092010,MIN,1396,1090,260,2,6.8,4.1,0.0,2.2,13.1,2.5
ANDREW.LADD,1,20082009,CHI,1179,1043,33,78,11.5,0.0,0.6,1.3,13.4,2.5
ANDREW.SHAW,1,20132014,CHI,1255,1003,209,20,10.0,2.1,0.0,0.9,12.9,2.5
ANZE.KOPITAR,1,20172018,L.A,1811,1342,236,176,8.9,2.1,1.3,1.9,14.2,2.5
BRENDAN.GALLAGHER,1,20132014,MTL,1293,1074,195,5,8.0,3.0,0.0,1.7,12.7,2.5
BRENT.BURNS,2,20072008,MIN,1863,1337,243,205,9.7,1.9,1.1,0.3,13.1,2.5
BRIAN.CAMPBELL,2,20072008,BUF,1581,1117,251,184,5.9,1.2,2.8,3.0,12.8,2.5
CHRISTIAN.EHRHOFF,2,20112012,BUF,1522,1214,196,86,6.9,3.1,0.8,1.6,12.5,2.5
CORY.CONACHER,1,20132014,OTT,738,656,72,1,10.4,0.0,0.0,2.6,13.0,2.5
CRAIG.SMITH,1,20132014,NSH,1294,1106,158,2,9.4,1.7,0.0,1.5,12.5,2.5
DANIEL.SEDIN,1,20132014,VAN,1504,1146,259,68,8.6,1.1,0.7,2.3,12.6,2.5
DAVID.BOOTH,1,20082009,FLA,1230,975,196,30,9.6,1.3,0.0,2.6,13.5,2.5
DAVID.KREJCI,1,20102011,BOS,1412,1098,202,90,6.0,4.9,0.5,1.8,13.1,2.5
DREW.DOUGHTY,2,20172018,L.A,2201,1664,258,223,10.5,2.3,0.1,0.8,13.7,2.5
ERIK.KARLSSON,2,20142015,OTT,2225,1760,392,45,7.3,2.4,0.0,2.9,12.6,2.5
ERIK.KARLSSON,2,20162017,OTT,2054,1573,279,164,6.4,2.6,0.0,4.3,13.2,2.5
GABRIEL.LANDESKOG,1,20112012,COL,1526,1210,170,108,12.4,1.3,0.0,-1.1,12.6,2.5
HENRIK.SEDIN,1,20072008,VAN,1596,1153,331,37,7.9,5.7,0.0,-0.5,13.2,2.5
ILYA.KOVALCHUK,1,20072008,ATL,1690,1183,445,31,9.4,1.5,0.0,2.0,12.9,2.5
JAKUB.VORACEK,1,20122013,PHI,820,634,171,1,9.5,2.2,0.0,1.1,12.8,2.5
JAMIE.LANGENBRUNNER,1,20082009,N.J,1464,1031,264,143,9.0,3.9,0.8,-0.3,13.4,2.5
JASON.ARNOTT,1,20072008,NSH,1498,1092,337,11,15.4,0.0,0.0,-2.2,13.2,2.5
JEFF.CARTER,1,20072008,PHI,1543,1112,196,180,8.4,1.9,2.3,0.3,12.9,2.5
JEFF.SKINNER,1,20152016,CAR,1334,1148,157,2,9.0,0.1,0.0,3.5,12.6,2.5
JIRI.HUDLER,1,20082009,DET,1103,850,242,0,7.2,4.4,0.0,2.0,13.6,2.5
JOHNNY.GAUDREAU,1,20162017,CGY,1331,1062,226,1,3.8,1.6,0.0,7.3,12.8,2.5
JONATHAN.MARCHESSAULT,1,20172018,VGK,1348,1130,189,2,11.4,2.0,0.0,0.5,13.9,2.5
JORI.LEHTERA,1,20142015,STL,1216,997,174,30,13.9,0.5,0.0,-1.8,12.7,2.5
JOSH.BAILEY,1,20132014,NYI,1220,1021,138,34,10.8,1.5,0.0,0.3,12.7,2.5
JUSTIN.WILLIAMS,1,20142015,L.A,1280,1110,129,10,7.8,3.2,0.0,2.0,12.9,2.5
KRISTIAN.HUSELIUS,1,20072008,CGY,1411,1060,301,17,9.0,4.3,0.0,-0.2,13.1,2.5
LOGAN.COUTURE,1,20132014,S.J,1231,891,221,88,9.2,1.0,0.0,2.4,12.6,2.5
LOUI.ERIKSSON,1,20092010,DAL,1599,1170,259,134,8.0,3.0,0.3,2.0,13.2,2.5
MARCO.STURM,1,20072008,BOS,1428,959,262,164,7.7,5.0,0.0,0.3,13.0,2.5
MARIAN.GABORIK,1,20142015,L.A,1167,949,185,3,8.8,4.0,0.0,0.0,12.8,2.5
MARKUS.NASLUND,1,20072008,VAN,1422,1075,285,3,7.9,4.7,0.0,0.6,13.2,2.5
MATHIEU.PERREAULT,1,20112012,WSH,770,695,64,1,11.8,0.0,0.0,0.8,12.6,2.5
MIKE.GREEN,2,20142015,WSH,1376,1115,197,39,7.4,3.9,0.4,1.0,12.7,2.5
MIKE.RIBEIRO,1,20102011,DAL,1637,1214,314,69,6.5,2.9,0.0,3.4,12.8,2.5
MIKKO.KOIVU,1,20082009,MIN,1693,1160,282,211,12.8,1.6,0.4,-1.1,13.7,2.5
MIKKO.KOIVU,1,20162017,MIN,1527,1161,174,141,10.9,3.7,0.0,-1.5,13.0,2.5
MIKKO.RANTANEN,1,20172018,COL,1536,1185,300,2,6.4,5.4,0.0,2.3,14.2,2.5
MILAN.MICHALEK,1,20082009,S.J,1417,1045,203,149,4.3,7.3,1.3,0.9,13.7,2.5
NIGEL.DAWES,1,20092010,CGY,960,826,118,0,9.3,1.5,0.0,2.2,13.0,2.5
P.K..SUBBAN,2,20152016,MTL,1793,1262,303,155,10.3,2.8,0.7,-1.2,12.6,2.5
PATRICK.KANE,1,20072008,CHI,1489,1130,305,7,6.0,3.5,0.0,3.7,13.1,2.5
PATRICK.O'SULLIVAN,1,20082009,L.A,1196,850,192,139,8.8,0.0,0.0,4.7,13.5,2.5
PATRICK.SHARP,1,20132014,CHI,1548,1250,265,4,11.0,1.1,0.0,0.7,12.9,2.5
PATRIK.ELIAS,1,20082009,N.J,1428,980,267,142,6.7,3.7,0.8,2.7,13.9,2.5
PAUL.MARTIN,2,20082009,N.J,1779,1260,238,249,4.2,3.5,5.1,1.1,13.9,2.5
PAVOL.DEMITRA,1,20072008,MIN,1309,928,222,103,11.4,0.5,0.0,1.2,13.1,2.5
RYAN.KESLER,1,20082009,VAN,1570,1079,191,263,8.4,2.6,0.2,2.5,13.8,2.5
RYAN.WILSON,2,20112012,COL,1105,977,35,76,9.9,1.5,0.1,1.0,12.6,2.5
SEAN.MONAHAN,1,20152016,CGY,1553,1187,258,61,9.1,3.5,0.0,0.4,13.0,2.5
SHAYNE.GOSTISBEHERE,2,20152016,PHI,1286,1004,251,6,6.7,3.7,0.0,2.2,12.5,2.5
SIDNEY.CROSBY,1,20112012,PIT,406,311,85,2,12.1,1.1,0.0,-0.2,13.0,2.5
TANNER.PEARSON,1,20162017,L.A,1306,1003,189,86,6.1,2.7,1.1,3.4,13.3,2.5
TAYLOR.HALL,1,20112012,EDM,1111,897,182,3,6.7,4.9,0.0,1.2,12.8,2.5
TAYLOR.HALL,1,20162017,N.J,1392,1141,197,18,9.0,2.9,0.0,1.3,13.3,2.5
TEUVO.TERAVAINEN,1,20172018,CAR,1385,1137,216,1,11.6,2.0,0.0,0.7,14.3,2.5
TIM.CONNOLLY,1,20082009,BUF,915,608,182,96,9.6,3.1,0.7,0.1,13.6,2.5
TONI.LYDMAN,2,20102011,ANA,1729,1368,46,287,9.8,2.4,2.2,-1.1,13.3,2.5
